2019-09-25 10:32:21.262  INFO   --- [AWT-EventQueue-0] c.s.basestation2.BaseStation2App         : basePath: /opt/StayPrime/BaseStation/
2019-09-25 10:32:21.340 DEBUG   --- [AWT-EventQueue-0] c.s.b.i.ApplicationInstanceManager       : Listening for application instances on socket 44331
2019-09-25 10:32:41.091  INFO 13192 --- [pool-1-thread-1] org.hibernate.cfg.Environment            : HHH000206: hibernate.properties not found
2019-09-25 10:32:41.094  INFO 13192 --- [pool-1-thread-1] org.hibernate.cfg.Environment            : HHH000021: Bytecode provider name : javassist
2019-09-25 10:32:41.500  INFO 13192 --- [pool-1-thread-1] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
2019-09-25 10:32:41.677  INFO 13192 --- [pool-1-thread-1] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2019-09-25 10:32:42.206  INFO 13192 --- [pool-1-thread-1] o.h.h.i.ast.ASTQueryTranslatorFactory    : HHH000397: Using ASTQueryTranslatorFactory
2019-09-25 10:32:46.076  INFO 13192 --- [pool-1-thread-1] o.s.j.e.a.AnnotationMBeanExporter        : Registering beans for JMX exposure on startup
2019-09-25 10:32:46.078  INFO 13192 --- [pool-1-thread-1] o.s.j.e.a.AnnotationMBeanExporter        : Bean with name 'dataSourceConfig' has been autodetected for JMX exposure
2019-09-25 10:32:46.079  INFO 13192 --- [pool-1-thread-1] o.s.j.e.a.AnnotationMBeanExporter        : Bean with name 'dataSource' has been autodetected for JMX exposure
2019-09-25 10:32:46.087  INFO 13192 --- [pool-1-thread-1] o.s.j.e.a.AnnotationMBeanExporter        : Located MBean 'dataSourceConfig': registering with JMX server as MBean [com.stayprime.basestation2.config:name=dataSourceConfig,type=DataSourceConfig]
2019-09-25 10:32:46.103  INFO 13192 --- [pool-1-thread-1] o.s.j.e.a.AnnotationMBeanExporter        : Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
2019-09-25 10:32:46.148  INFO 13192 --- [pool-1-thread-1] o.s.boot.SpringApplication               : Started application in 16.049 seconds (JVM running for 27.699)
2019-09-25 10:32:47.220  INFO 13192 --- [pool-1-thread-3] c.s.storage.services.AssetSyncService    : Syncing assets
2019-09-25 10:32:49.131  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:32:50.026  INFO 13192 --- [pool-1-thread-3] c.s.storage.services.AssetSyncService    : Checking CourseSettingsUpdated timestamp local - 1569387510480, remote - 1569386920703, delta - 589777
2019-09-25 10:32:50.027 DEBUG 13192 --- [pool-1-thread-3] c.s.storage.services.AssetSyncService    : syncCourseSettings()
2019-09-25 10:32:53.550  INFO 13192 --- [pool-1-thread-3] c.s.storage.services.AssetSyncService    : Checking PinsUpdated timestamp local - 1566215710797, remote - 1566215710797, delta - 0
2019-09-25 10:32:55.856 DEBUG 13192 --- [pool-1-thread-3] c.s.storage.services.AssetSyncService    : syncFnB()
2019-09-25 10:33:01.409  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:33:03.310 DEBUG 13192 --- [monitorTask] com.stayprime.util.EmailUtil             : Sending email: 
2019-09-25 10:33:07.836  INFO 13192 --- [monitorTask] c.s.b.reporting.CartConnectivityReport   : Email sent successfully to {reports.me@stayprime.com}
2019-09-25 10:33:08.916  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:33:16.373  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:33:25.953  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:33:33.394  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:33:40.862  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:33:46.120  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Syncing assets
2019-09-25 10:33:47.522  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Checking CourseSettingsUpdated timestamp local - 1569387510480, remote - 1569387510480, delta - 0
2019-09-25 10:33:50.036  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Checking PinsUpdated timestamp local - 1566215710797, remote - 1566215710797, delta - 0
2019-09-25 10:33:54.835  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:34:02.314  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:34:09.781  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:34:12.598  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Syncing assets
2019-09-25 10:34:14.013  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Checking CourseSettingsUpdated timestamp local - 1569387510480, remote - 1569387510480, delta - 0
2019-09-25 10:34:16.527  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Checking PinsUpdated timestamp local - 1566215710797, remote - 1566215710797, delta - 0
2019-09-25 10:34:19.052  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:34:26.370  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:34:34.085  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
2019-09-25 10:34:39.052  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Syncing assets
2019-09-25 10:34:40.466  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Checking CourseSettingsUpdated timestamp local - 1569387510480, remote - 1569387510480, delta - 0
2019-09-25 10:34:42.936  INFO 13192 --- [pool-5-thread-1] c.s.storage.services.AssetSyncService    : Checking PinsUpdated timestamp local - 1566215710797, remote - 1566215710797, delta - 0
2019-09-25 10:34:47.220  INFO 13192 --- [pool-5-thread-1] c.s.basestation2.BaseStationTasks        : Updating service requests
